NA,NA,"",NA,NaN,NA,NA,NA,FALSE,FALSE
"1000000411542580","10000004269043900","10000004269544100|10000004270861200","achwithdrawalbankofamericatypemortgageidcobankofamericaachtracenumber",4.07,0.01,0,"ATM/Cash Withdrawals",FALSE,FALSE
NA,NA,"",NA,NaN,NA,NA,NA,FALSE,FALSE
"1000000411542580","10000004272363300","10000004272540500|10000004273545300|10000004273718000","achwithdrawalchasemcvisatypepidmcochasemcvisaachtracenumber",1.67,2.72,10.49,"ATM/Cash Withdrawals",FALSE,FALSE
NA,NA,"",NA,NaN,NA,NA,NA,FALSE,FALSE
"1000000411542580","10000004268958200","10000004270137700|10000004271510400","achwithdrawalchasestdntloantypetradepayidcochasestdntloanachtracenumber",4.07,0.01,0,"ATM/Cash Withdrawals",FALSE,FALSE
NA,NA,"",NA,NaN,NA,NA,NA,FALSE,FALSE
"1000000411542580","10000004269163100","10000004268958200|10000004269643100|10000004269836000|10000004271146300","achwithdrawalchasetypeepayidcochaseachtracenumber",2.14,2.78,7.51,"ATM/Cash Withdrawals",FALSE,FALSE
NA,NA,"",NA,NaN,NA,NA,NA,FALSE,FALSE
"1000000411542580","10000004273458200","10000004273458200|10000004273458200|10000004273458200","achwithdrawaltargetdebitcrdlocationtargetgrandvillemiterminalidcotargetdebitcrdtypeachtraniddataacheccposachtrace",2.33,9.64,49.15,"ATM/Cash Withdrawals",FALSE,FALSE
"1000000411542580","10000004267971600","10000004267971600|10000004267971600|10000004269171800|10000004269171800","atmcashdepositplymouthrdlivoniami",0.75,2.25,13.58,"ATM/Cash Withdrawals",FALSE,FALSE
NA,NA,"",NA,NaN,NA,NA,NA,FALSE,FALSE
"1000000411542580","10000004268645600","10000004270308800|10000004272294700","atmcashdepositcorunnardflintmi",5.43,0.04,40.97,"ATM/Cash Withdrawals",FALSE,FALSE
NA,NA,"",NA,NaN,NA,NA,NA,FALSE,FALSE
"1000000411542580","10000004270135800","10000004271633200|10000004273245900","atmcashdepositslapeerrdofordmi",4.71,0.16,29.41,"Deposits",FALSE,FALSE
NA,NA,"",NA,NaN,NA,NA,NA,FALSE,FALSE
NA,NA,"",NA,NaN,NA,NA,NA,FALSE,FALSE
"1000000411542580","10000004268037500","10000004271782400","atmpurchaseauthorizedonsequoiastationredwoodcitycaatmidocard",11.86,NA,3.54,"ATM/Cash Withdrawals",FALSE,FALSE
"1000000411542580","10000004268315300","10000004268315200","atmtcfroyaloak",0,NA,46.25,"ATM/Cash Withdrawals",FALSE,FALSE
"1000000411542580","10000004268602600","10000004270776600|10000004269120600|10000004269543000|10000004270066500|10000004270308900|10000004271694800|10000004273938200|10000004273938200","atmtcfroyaloak",2.12,6.28,8.57,"ATM/Cash Withdrawals",FALSE,FALSE
NA,NA,"",NA,NaN,NA,NA,NA,FALSE,FALSE
"1000000411542580","10000004267894700","10000004268037300|10000004268075700|10000004268138100|10000004268200500|10000004268387800|10000004268645200|10000004268859700|10000004268900700|10000004269100400|10000004269502200|10000004269474000|10000004269683500|10000004269988800|10000004270023900|10000004270095500|10000004270263200|10000004270308900|10000004270443600|10000004270971800|10000004271257800|10000004271361600|10000004271509800|10000004271730800|10000004271730800|10000004271782600|10000004271998400|10000004272185300|10000004272402500|10000004272442600|10000004272442600|10000004272534900|10000004272572200|10000004272624400|10000004272813500|10000004272938300|10000004273401200|10000004273498600|10000004273538700|10000004273895200|10000004273938200","atmwithdrawal",0.48,0.2,97.78,"ATM/Cash Withdrawals",FALSE,FALSE
NA,NA,"",NA,NaN,NA,NA,NA,FALSE,FALSE
"1000000411542580","10000004268138200","10000004268138200|10000004268529700|10000004268487300|10000004268756900|10000004268756900|10000004270667000|10000004270659800|10000004271083000|10000004271057900|10000004271402100|10000004271414000|10000004271633200|10000004272442700|10000004273309200|10000004273542700","atmwithdrawalfirstcitizenskildairefacarync",1.13,2.6,3.26,"ATM/Cash Withdrawals",FALSE,FALSE
NA,NA,"",NA,NaN,NA,NA,NA,FALSE,FALSE
"1000000411542580","10000004267971500","10000004267971500|10000004269222300|10000004269208000|10000004270567900|10000004270552700|10000004272402600|10000004273047000|10000004273498600|10000004273895500","atmwithdrawalfirstcitizenshillsboroughbrdurhamnc",2.06,3.89,45.35,"ATM/Cash Withdrawals",FALSE,FALSE
NA,NA,"",NA,NaN,NA,NA,NA,FALSE,FALSE
"1000000411542580","10000004270803800","10000004270860600","atmwithdrawalsuntrustbankchapelhillblvchapelhillnc",0,NA,0,"ATM/Cash Withdrawals",FALSE,FALSE
NA,NA,"",NA,NaN,NA,NA,NA,FALSE,FALSE
"1000000411542580","10000004268645500","10000004270055500|10000004272531500|10000004270860500|10000004272531400|10000004271194000|10000004272442700","atmwithdrawalauthorizedonsequoiastationredwoodcitycaatmidicard",1.88,3.41,0.56,"ATM/Cash Withdrawals",FALSE,FALSE
NA,NA,"",NA,NaN,NA,NA,NA,FALSE,FALSE
"1000000411542580","10000004268950200","10000004269385800|10000004269643100|10000004269874300|10000004271090100|10000004271090100","atmwithdrawalauthorizedonsantacruzavemenloparkcaatmidccard",1.29,1.65,346.96,"ATM/Cash Withdrawals",FALSE,FALSE
NA,NA,"",NA,NaN,NA,NA,NA,FALSE,FALSE
"1000000411542580","10000004269222200","10000004270860500|10000004272531400|10000004271594700|10000004272954600|10000004273669000|10000004274037800","atmwithdrawalauthorizedoncoloradoavepaloaltocaatmidhcard",2.55,3.34,3.61,"ATM/Cash Withdrawals",FALSE,FALSE
NA,NA,"",NA,NaN,NA,NA,NA,FALSE,FALSE
"1000000411542580","10000004272487000","10000004271509800","atmwithdrawalauthorizedontassajarardstedublincaatmidacard",0,NA,0,"ATM/Cash Withdrawals",FALSE,FALSE
NA,NA,"",NA,NaN,NA,NA,NA,FALSE,FALSE
"1000000411542580","10000004273453600","10000004273453600|10000004273453600|10000004273453600","atmwithdrawalauthorizedonpennavesorichfieldmnatmidrcard",1.48,1.33,20,"ATM/Cash Withdrawals",FALSE,FALSE
NA,NA,"",NA,NaN,NA,NA,NA,FALSE,FALSE
"1000000411542580","10000004272859500","10000004273669000","atmwithdrawalauthorizedonrdavenewyorknyatmidscard",3,NA,51.43,"ATM/Cash Withdrawals",FALSE,FALSE
NA,NA,"",NA,NaN,NA,NA,NA,FALSE,FALSE
"1000000411542580","10000004268859700","10000004271016200|10000004272721000|10000004273204600|10000004273717400","atmwithdrawalbriar",3.89,6.1,17.69,"ATM/Cash Withdrawals",FALSE,FALSE
NA,NA,"",NA,NaN,NA,NA,NA,FALSE,FALSE
"1000000411542580","10000004268301200","10000004268387800|10000004269287200|10000004270503000|10000004270503000|10000004270860400|10000004271015700|10000004272938300|10000004273330400|10000004273449900|10000004274122300","atmwithdrawalslap",1.84,3.54,39.9,"ATM/Cash Withdrawals",FALSE,FALSE
NA,NA,"",NA,NaN,NA,NA,NA,FALSE,FALSE
"1000000411542580","10000004267971300","10000004267971300|10000004268756800|10000004271194000","atmwithdrawalsold",3.33,14.95,212,"ATM/Cash Withdrawals",FALSE,FALSE
NA,NA,"",NA,NaN,NA,NA,NA,FALSE,FALSE
"1000000411542580","10000004268301300","10000004268645400|10000004268950200|10000004269097200|10000004269385800|10000004272572100","atmwithdrawalwoodw",2.6,15.26,53,"ATM/Cash Withdrawals",FALSE,FALSE
NA,NA,"",NA,NaN,NA,NA,NA,FALSE,FALSE
"1000000411542580","10000004268209800","10000004268301200|10000004268645600|10000004268645600|10000004268756800|10000004268756800|10000004269103000|10000004269385800|10000004269737300|10000004269737300|10000004270383900|10000004270725900|10000004271194000|10000004271257900|10000004271832700|10000004271998500|10000004272572300|10000004272776900|10000004273938000","atmwithdrawalcoru",1.02,1.15,137.51,"ATM/Cash Withdrawals",FALSE,FALSE
NA,NA,"",NA,NaN,NA,NA,NA,FALSE,FALSE
"1000000411542580","10000004268090800","10000004268645200|10000004269097200|10000004269385800|10000004269880000|10000004272572100","atmwithdrawaleto",2.74,8.32,153.4,"ATM/Cash Withdrawals",FALSE,FALSE
NA,NA,"",NA,NaN,NA,NA,NA,FALSE,FALSE
"1000000411542580","10000004269040100","10000004273401300|10000004274122300","atmwithdrawalmilw",8,62.08,47.69,"ATM/Cash Withdrawals",FALSE,FALSE
NA,NA,"",NA,NaN,NA,NA,NA,FALSE,FALSE
"1000000411542580","10000004268524000","10000004268756800|10000004269097200|10000004269385800|10000004270971800|10000004271194000|10000004271832700|10000004271998500|10000004272572100","atmwithdrawalnop",1.55,2.1,140.94,"ATM/Cash Withdrawals",FALSE,FALSE
NA,NA,"",NA,NaN,NA,NA,NA,FALSE,FALSE
"1000000411542580","10000004267971400","10000004268705300|10000004268705300|10000004269542900|10000004271015700|10000004271194000|10000004272624400|10000004272938300|10000004272954500","atmwithdrawalwpi",1.93,3.04,161.27,"ATM/Cash Withdrawals",FALSE,FALSE
NA,NA,"",NA,NaN,NA,NA,NA,FALSE,FALSE
"1000000411542580","10000004269171800","10000004271103700|10000004271193900","atmwithdrawaltele",3.21,15.52,52,"ATM/Cash Withdrawals",FALSE,FALSE
NA,NA,"",NA,NaN,NA,NA,NA,FALSE,FALSE
"1000000411542580","10000004268138100","10000004268645400|10000004269171800|10000004269874100|10000004270135800|10000004271509800|10000004272859900|10000004273204600","atmwithdrawalply",2.27,2,268.97,"ATM/Cash Withdrawals",FALSE,FALSE
NA,NA,"",NA,NaN,NA,NA,NA,FALSE,FALSE
"1000000411542580","10000004269756900","10000004269880000|10000004270308800|10000004270401500|10000004270737000|10000004271015700|10000004271633200|10000004273120900|10000004274037800","atmwithdrawaltha",1.71,2.27,3.95,"ATM/Cash Withdrawals",FALSE,FALSE
NA,NA,"",NA,NaN,NA,NA,NA,FALSE,FALSE
"1000000411542580","10000004268756800","10000004270775300|10000004271832700|10000004271998500|10000004272294500","atmwithdrawalnor",2.64,7.65,8.68,"ATM/Cash Withdrawals",FALSE,FALSE
NA,NA,"",NA,NaN,NA,NA,NA,FALSE,FALSE
"1000000411542580","10000004273458300","10000004273668600","billpaymentwithdrawalcostcoamanexpress",4.57,NA,0,"ATM/Cash Withdrawals",FALSE,FALSE
NA,NA,"",NA,NaN,NA,NA,NA,FALSE,FALSE
"1000000411542580","10000004268428900","10000004268645200","bkofamaatmwithdrwlavonrochesterrochesterhilmi",0.71,NA,0,"ATM/Cash Withdrawals",FALSE,FALSE
NA,NA,"",NA,NaN,NA,NA,NA,FALSE,FALSE
"1000000411542580","10000004268090700","10000004269125700","cashewithdrawalinbranchstorepmroutespringfieldnj",3.29,NA,1336.55,"ATM/Cash Withdrawals",FALSE,FALSE
NA,NA,"",NA,NaN,NA,NA,NA,FALSE,FALSE
